id_fat_prouni;id_codigo_intituicao;id_municipio;id_tipo_bolsa;id_curso;id_turno;id_regiao;id_estado;id_etinia;modalidade_ensino_bolsa;sexo_beneficiario;data_nascimento;beneficio_deficiente_fisico;ano_concessao_bolsa
27933;96;31;0;38;;3;0;0;0;M;16/03/1988;N;2020
27934;96;31;0;38;;3;0;1;0;M;10/08/1996;N;2020
27935;96;31;0;17;;3;0;2;0;F;25/11/1993;N;2020
27936;96;732;0;38;;0;7;1;0;M;11/09/1989;N;2020
27937;96;469;0;38;;2;16;0;0;M;23/03/1994;N;2020
27938;0;228;0;0;;0;6;0;0;F;07/08/1995;N;2020
27939;0;3236;0;0;;0;6;0;0;F;20/01/2001;N;2020
27940;0;228;0;0;;0;6;1;0;F;18/05/1980;N;2020
27941;0;228;0;0;;0;6;2;0;F;27/01/1976;N;2020
27942;36;925;0;206;;0;6;0;0;F;01/04/2000;N;2020
27943;36;433;0;0;;4;26;0;0;F;16/11/1983;N;2020
27944;36;433;0;0;;4;26;0;0;M;23/02/2001;N;2020
27945;36;433;0;0;;4;26;0;0;F;04/09/1990;N;2020
27946;36;433;0;0;;4;26;2;0;M;27/12/1998;N;2020
27947;100;109;0;27;1.0;2;17;1;1;F;15/08/2002;N;2020
27948;100;156;0;27;1.0;2;17;1;1;M;27/04/2000;N;2020
27949;100;270;0;27;1.0;2;17;0;1;F;05/11/2001;N;2020
27950;100;109;0;27;1.0;2;17;0;1;M;10/01/1997;N;2020
27951;100;395;0;27;1.0;2;17;1;1;M;11/04/2002;N;2020
27952;27;431;0;8;;2;1;2;0;F;11/09/1994;N;2020
27953;27;1560;0;8;;2;25;0;0;M;09/09/1997;N;2020
27954;27;1560;0;8;;2;25;0;0;F;12/08/1986;N;2020
27955;711;1860;0;52;0.0;0;11;0;1;F;14/11/2000;N;2020
27956;711;3207;0;52;0.0;0;6;1;1;F;11/05/2001;N;2020
27957;711;3172;1;52;0.0;0;11;0;1;F;16/09/1999;N;2020
27958;712;220;0;11;0.0;3;18;2;1;F;06/05/2001;N;2020
27959;712;220;0;11;0.0;3;18;1;1;F;21/05/2000;S;2020
27960;712;220;0;11;0.0;3;18;1;1;F;27/07/2001;N;2020
27961;711;3172;1;52;0.0;0;11;0;1;F;01/05/2002;N;2020
27962;711;3172;1;52;0.0;0;11;0;1;F;12/11/2001;N;2020
27963;711;3172;0;52;0.0;0;11;0;1;F;07/02/1997;N;2020
27964;27;2494;0;142;;0;6;0;0;M;21/03/1993;N;2020
27965;713;2387;0;104;1.0;0;7;1;1;M;29/06/2001;N;2020
27966;713;235;0;12;0.0;0;7;0;1;M;19/03/1996;N;2020
27967;714;1440;0;67;1.0;1;5;1;1;M;23/12/1999;N;2020
27968;100;396;0;24;1.0;2;17;1;1;F;08/07/2001;N;2020
27969;100;109;0;24;1.0;2;17;0;1;F;10/07/1991;N;2020
27970;701;22;0;12;1.0;0;7;0;1;F;24/05/2002;N;2020
27971;701;22;0;12;1.0;0;7;1;1;F;10/07/2000;N;2020
27972;701;177;0;12;1.0;0;7;1;1;F;29/11/1993;N;2020
27973;701;809;0;12;1.0;0;7;3;1;F;18/10/2000;N;2020
27974;100;156;0;12;1.0;2;17;0;1;F;20/05/1998;N;2020
27975;100;156;0;12;1.0;2;17;0;1;F;17/05/2001;N;2020
27976;100;156;0;12;1.0;2;17;0;1;F;07/08/1997;N;2020
27977;100;1200;0;12;1.0;2;17;1;1;F;27/06/1997;N;2020
27978;27;3224;0;20;;2;8;0;0;M;09/05/2001;N;2020
27979;27;2581;0;148;;1;5;1;0;F;30/12/1982;N;2020
27980;713;22;0;110;1.0;0;7;1;1;M;16/04/1999;N;2020
27981;713;235;0;110;0.0;0;7;1;1;M;28/12/2001;S;2020
27982;714;1440;0;8;;1;5;1;0;F;22/01/1994;N;2020
27983;27;861;0;20;;2;8;0;0;M;06/02/2002;N;2020
27984;36;1637;0;21;;1;5;0;0;F;12/04/1987;N;2020
27985;36;1637;0;21;;1;5;1;0;M;30/12/1985;N;2020
27986;36;1637;0;21;;1;5;1;0;M;26/01/1996;N;2020
27987;27;98;0;22;;4;10;0;0;F;10/06/1997;N;2020
27988;27;346;0;20;;0;6;0;0;F;21/03/1996;N;2020
27989;27;31;0;38;;3;0;0;0;M;05/05/1998;N;2020
27990;728;2271;0;26;0.0;3;21;0;1;M;12/12/1999;N;2020
27991;27;3237;0;20;;1;5;1;0;M;07/05/1993;N;2020
27992;0;1394;0;10;;3;21;0;0;F;25/02/1980;N;2020
27993;0;1394;0;10;;3;21;2;0;M;14/04/2002;N;2020
27994;27;239;0;20;;0;14;2;0;M;02/07/1999;N;2020
27995;690;123;1;16;0.0;0;7;2;1;M;10/02/1997;N;2020
27996;690;123;0;16;0.0;0;7;1;1;F;05/09/2001;N;2020
27997;690;146;0;16;0.0;0;7;2;1;M;15/01/1987;N;2020
27998;690;146;0;16;0.0;0;7;1;1;M;04/05/2001;N;2020
27999;690;146;0;16;0.0;0;7;0;1;F;04/03/1993;N;2020
28000;690;378;1;16;0.0;0;7;0;1;F;18/09/1999;N;2020
28001;690;146;1;16;0.0;0;7;0;1;F;17/10/1982;N;2020
28002;0;912;0;20;;0;7;2;0;M;08/12/1994;N;2020
28003;36;263;0;8;;1;5;1;0;M;10/07/1998;N;2020
28004;27;365;0;11;;4;10;0;0;M;18/04/1999;N;2020
28005;27;175;0;122;;0;6;2;0;M;06/07/1981;N;2020
28006;27;218;0;11;;0;6;0;0;F;07/12/2000;N;2020
28007;36;432;0;8;;2;8;1;0;M;12/06/1994;N;2020
28008;36;432;0;8;;2;8;1;0;F;07/07/1999;N;2020
28009;27;1287;0;11;;1;4;0;0;F;22/07/1999;N;2020
28010;27;50;0;101;;1;9;1;0;F;17/02/1996;N;2020
28011;725;31;0;23;0.0;3;0;1;1;F;28/09/2001;N;2020
28012;725;678;1;23;0.0;2;3;0;1;M;21/07/2001;N;2020
28013;27;75;0;11;;2;17;0;0;M;13/06/2002;N;2020
28014;27;299;0;122;;2;15;0;0;M;26/08/1985;N;2020
28015;27;150;0;11;;3;19;2;0;F;24/01/2002;N;2020
28016;27;150;0;101;;3;19;0;0;F;05/09/1997;N;2020
28017;27;1235;0;55;;1;4;0;0;M;14/11/1995;N;2020
28018;96;1560;0;23;;2;25;0;0;F;15/07/1994;N;2020
28019;96;1560;0;23;;2;25;0;0;F;25/09/1993;N;2020
28020;96;3238;0;23;;2;25;1;0;F;12/08/1998;N;2020
28021;96;1651;0;23;;2;25;0;0;F;11/08/1999;N;2020
28022;96;1560;0;23;;2;25;0;0;F;14/01/2000;N;2020
28023;690;512;0;15;;0;7;1;0;F;24/10/1984;N;2020
28024;690;2607;0;15;;0;6;0;0;M;14/07/1970;N;2020
28025;717;41;1;5;0.0;0;6;1;1;F;28/04/1999;N;2020
28026;717;632;1;5;0.0;0;6;2;1;M;28/01/1993;N;2020
28027;717;1096;1;5;0.0;0;6;0;1;F;23/12/2000;N;2020
28028;717;92;1;5;0.0;0;6;0;1;F;06/12/1984;N;2020
28029;717;1274;1;5;0.0;0;6;0;1;F;29/09/1995;N;2020
28030;36;513;0;38;;1;5;1;0;M;25/09/2000;N;2020
28031;36;513;0;38;;1;5;1;0;M;29/01/2001;N;2020
28032;27;3239;0;31;;0;6;0;0;F;28/09/1996;N;2020
28033;27;2228;0;11;;0;7;1;0;M;05/06/1997;N;2020
28034;27;553;0;31;;2;15;0;0;M;04/11/1972;S;2020
28035;36;109;0;38;;2;17;0;0;M;16/10/1983;N;2020
28036;27;653;0;11;;1;5;1;0;F;09/10/1999;N;2020
28037;27;3240;0;11;;1;4;3;0;M;09/10/1983;N;2020
28038;27;961;0;11;;1;4;0;0;F;28/05/2001;N;2020
28039;96;185;0;0;;0;11;0;0;F;09/03/1990;N;2020
28040;96;1377;0;0;;1;9;1;0;F;21/10/1973;N;2020
28041;96;3241;0;0;;0;6;1;0;F;12/11/1996;N;2020
28042;96;3098;0;0;;0;6;3;0;F;17/06/1999;N;2020
28043;96;3098;0;0;;0;6;0;0;M;28/11/1997;N;2020
28044;96;461;0;0;;0;7;1;0;F;29/10/1988;N;2020
28045;96;799;0;0;;0;7;0;0;F;21/12/2000;N;2020
28046;36;3242;0;10;;1;9;1;0;F;08/11/1982;N;2020
28047;36;462;0;8;;2;8;2;0;M;08/03/2000;N;2020
28048;36;2128;0;10;;1;9;1;0;F;31/01/2002;N;2020
28049;36;2427;0;10;;1;9;1;0;F;07/10/1998;N;2020
28050;36;2058;0;10;;1;9;0;0;F;31/08/2001;N;2020
28051;36;2919;0;8;;2;16;0;0;M;28/01/1996;N;2020
28052;36;471;0;10;;1;5;0;0;M;18/08/1999;N;2020
28053;36;111;0;106;;1;5;1;0;M;28/10/2001;N;2020
28054;36;471;0;106;;1;5;1;0;M;22/10/1998;N;2020
28055;36;3243;0;19;;4;10;0;0;M;06/07/1998;N;2020
28056;36;2380;0;19;;4;10;0;0;M;11/03/1992;N;2020
28057;729;356;0;9;;1;4;0;0;F;22/06/1977;N;2020
28058;685;3244;0;6;2.0;0;6;1;1;F;22/12/1999;N;2020
28059;685;1122;0;6;2.0;0;6;1;1;M;11/04/2000;N;2020
28060;685;1122;0;6;2.0;0;6;1;1;F;23/11/2001;N;2020
28061;690;123;0;4;0.0;0;7;1;1;F;22/06/1986;N;2020
28062;690;147;0;4;0.0;0;7;1;1;M;06/11/2001;N;2020
28063;690;1176;0;4;0.0;0;7;2;1;F;06/08/2001;N;2020
28064;690;146;0;4;0.0;0;7;1;1;F;20/03/2002;N;2020
28065;690;832;0;4;0.0;0;6;0;1;F;04/10/2000;N;2020
28066;695;3140;0;11;0.0;1;5;1;1;F;17/12/1999;N;2020
28067;695;2496;0;11;0.0;1;5;1;1;F;01/03/1999;N;2020
28068;695;2496;0;11;0.0;1;5;1;1;M;01/06/2001;N;2020
28069;695;3140;0;11;0.0;1;5;1;1;F;12/05/1972;N;2020
28070;695;3140;0;11;0.0;1;5;1;1;F;31/10/2000;N;2020
28071;709;973;0;19;0.0;1;4;0;1;M;27/02/2001;N;2020
28072;709;3075;1;19;0.0;1;4;0;1;F;10/05/2002;N;2020
28073;709;1516;1;19;0.0;1;4;1;1;M;26/10/2002;N;2020
28074;709;973;0;19;0.0;1;4;1;1;M;19/09/2000;N;2020
28075;27;30;0;20;;2;12;0;0;M;30/06/1992;N;2020
28076;27;970;0;20;;0;6;2;0;F;23/01/1995;N;2020
28077;27;1119;0;38;;4;20;0;0;F;11/08/1997;N;2020
28078;711;3172;1;8;0.0;0;11;2;1;F;29/12/1997;N;2020
28079;711;3172;0;8;0.0;0;11;0;1;M;14/08/1998;N;2020
28080;711;3172;0;8;0.0;0;11;1;1;F;27/12/2001;N;2020
28081;716;3244;1;53;0.0;0;6;1;1;F;14/11/2001;N;2020
28082;716;2131;1;53;0.0;0;11;1;1;F;26/09/1998;N;2020
28083;713;2467;0;29;1.0;0;7;1;1;M;11/12/2000;N;2020
28084;713;530;0;29;0.0;0;7;1;1;F;01/09/2001;N;2020
28085;713;22;0;207;0.0;0;7;1;1;M;10/11/2001;N;2020
28086;36;663;0;11;;1;5;1;0;F;23/12/2001;N;2020
28087;100;390;0;2;;2;17;0;0;M;01/01/1991;N;2020
28088;701;177;0;142;0.0;0;7;1;1;M;22/09/1999;N;2020
28089;701;177;0;142;0.0;0;7;2;1;M;12/06/2000;N;2020
28090;701;799;0;142;0.0;0;7;0;1;M;18/12/2000;N;2020
28091;701;172;0;142;0.0;0;7;1;1;M;28/08/2002;N;2020
28092;701;1118;0;142;0.0;0;7;1;1;M;10/08/2002;N;2020
28093;701;719;0;142;0.0;0;7;1;1;M;02/07/2002;N;2020
28094;701;172;0;142;0.0;0;7;1;1;M;16/12/2002;N;2020
28095;701;22;0;142;0.0;0;7;1;1;M;08/10/2001;N;2020
28096;701;402;0;142;0.0;0;7;0;1;M;05/02/1996;N;2020
28097;27;496;0;0;;1;4;0;0;M;26/08/1988;N;2020
28098;27;496;0;0;;1;4;3;0;F;04/09/1992;N;2020
28099;27;1119;0;0;;4;20;0;0;F;12/08/1991;N;2020
28100;27;2494;0;46;;0;6;0;0;F;22/09/1990;N;2020
28101;715;3245;0;16;0.0;2;1;0;1;M;13/03/2002;N;2020
28102;715;1817;0;16;0.0;2;1;0;1;M;22/03/2001;N;2020
28103;715;1818;0;16;0.0;2;25;3;1;F;29/09/2002;N;2020
28104;713;174;0;133;1.0;0;7;0;1;F;03/06/2002;N;2020
28105;713;2383;0;74;0.0;0;6;1;1;F;28/11/2001;N;2020
28106;713;530;0;16;0.0;0;7;1;1;F;13/12/1999;N;2020
28107;713;2263;0;9;1.0;0;7;1;1;F;07/03/2002;N;2020
28108;719;635;0;10;1.0;4;10;1;1;F;13/02/2000;N;2020
28109;719;253;0;10;1.0;3;18;2;1;M;06/01/2002;N;2020
28110;719;253;1;10;1.0;3;18;1;1;M;03/12/1993;N;2020
28111;719;253;0;10;1.0;3;18;0;1;F;05/05/2000;N;2020
28112;713;2467;0;17;0.0;0;7;0;1;F;06/05/2002;N;2020
28113;713;83;0;17;0.0;0;7;1;1;F;12/11/1999;N;2020
28114;713;22;0;17;0.0;0;7;1;1;F;15/05/2002;N;2020
28115;701;403;0;12;1.0;0;7;0;1;F;02/09/1994;N;2020
28116;701;22;0;12;1.0;0;7;0;1;F;27/08/1998;N;2020
28117;27;2581;0;8;;1;5;1;0;F;05/02/2000;N;2020
28118;718;376;0;29;0.0;2;25;0;1;M;18/12/1998;N;2020
28119;713;22;0;42;0.0;0;7;1;1;F;30/01/2002;N;2020
28120;27;652;0;8;;2;15;0;0;M;08/01/1980;N;2020
28121;27;731;0;33;;0;6;2;0;M;03/07/1985;N;2020
28122;27;50;0;33;;1;9;1;0;M;09/01/1996;N;2020
28123;725;678;1;16;1.0;2;3;0;1;M;13/12/1999;N;2020
28124;27;285;0;8;;4;20;0;0;M;20/03/1993;N;2020
28125;27;102;0;48;;2;15;2;0;M;23/07/1998;N;2020
28126;27;150;0;33;;3;19;0;0;M;25/12/1985;N;2020
28127;690;123;0;25;0.0;0;7;2;1;F;15/09/1999;N;2020
28128;690;123;1;25;0.0;0;7;0;1;F;06/12/2001;N;2020
28129;690;443;1;25;0.0;0;7;0;1;M;20/08/2001;N;2020
28130;96;1430;0;15;;2;25;0;0;M;09/12/1991;N;2020
28131;96;1817;0;15;;2;1;0;0;M;25/05/1999;N;2020
28132;96;631;0;15;;2;25;0;0;F;07/07/1990;N;2020
28133;96;3246;0;15;;2;25;1;0;M;10/09/1998;N;2020
28134;96;31;0;11;;3;0;0;0;M;18/11/2001;N;2020
28135;729;152;1;46;0.0;1;4;0;1;M;12/03/1992;N;2020
28136;59;152;1;81;1.0;1;4;1;1;M;20/06/2000;N;2020
28137;59;831;1;81;1.0;1;4;0;1;F;24/08/1997;N;2020
28138;100;691;0;23;;2;17;0;0;F;30/11/1994;N;2020
28139;27;962;0;8;;0;14;0;0;F;16/09/1995;N;2020
28140;27;2245;0;33;;4;20;0;0;M;01/02/1999;N;2020
28141;722;1035;1;33;0.0;0;11;1;1;M;27/06/1994;N;2020
28142;722;2131;1;33;0.0;0;11;0;1;M;01/03/2001;N;2020
28143;722;3172;1;33;0.0;0;11;1;1;M;22/05/2002;N;2020
28144;729;774;1;9;;1;4;1;0;M;27/08/1990;N;2020
28145;729;152;0;9;;1;4;1;0;F;02/04/1980;N;2020
28146;36;1440;0;10;;1;5;1;0;M;06/07/1995;N;2020
28147;36;951;0;19;;1;5;1;0;M;04/10/1994;N;2020
28148;36;233;0;19;;1;5;1;0;F;07/04/2002;N;2020
28149;36;1151;0;8;;1;5;1;0;F;27/02/1990;N;2020
28150;36;1151;0;8;;1;5;2;0;F;18/12/2001;N;2020
28151;27;1098;0;122;;0;6;0;0;M;11/06/1989;N;2020
28152;730;3247;0;8;0.0;4;10;0;1;F;10/12/2000;N;2020
28153;730;7;0;8;0.0;0;7;3;1;F;12/11/2000;N;2020
28154;730;7;0;8;0.0;0;7;1;1;F;22/02/1996;N;2020
28155;730;7;1;8;0.0;0;7;0;1;F;07/10/1978;N;2020
28156;730;7;0;8;0.0;0;7;0;1;F;27/11/2000;N;2020
28157;731;2978;0;16;0.0;1;4;2;1;F;17/09/2001;N;2020
28158;731;3120;1;16;0.0;1;4;1;1;F;19/11/2001;N;2020
28159;731;726;1;16;0.0;1;4;1;1;F;19/01/2001;N;2020
28160;732;1594;0;26;3.0;2;3;0;1;M;16/10/2000;N;2020
28161;732;1991;1;26;3.0;2;3;0;1;F;21/06/2002;N;2020
28162;732;3248;1;26;3.0;2;3;1;1;F;08/12/1999;N;2020
28163;732;1594;0;26;3.0;2;3;0;1;F;30/04/2000;N;2020
28164;732;1594;1;26;3.0;2;3;0;1;F;21/04/2001;N;2020
28165;732;1594;1;26;3.0;2;3;0;1;F;12/06/2001;N;2020
28166;732;1594;0;26;3.0;2;3;0;1;F;06/08/2001;N;2020
28167;27;2494;0;11;;0;6;0;0;M;08/09/1998;N;2020
28168;713;234;0;208;1.0;0;7;0;1;F;23/07/2002;N;2020
28169;36;50;0;19;;1;9;1;0;M;10/02/2002;N;2020
28170;27;224;0;11;;0;7;2;0;F;12/12/1976;N;2020
28171;27;1701;0;101;;0;7;1;0;M;03/11/1990;N;2020
28172;713;403;0;207;0.0;0;7;1;1;M;16/05/2002;N;2020
28173;713;51;0;207;0.0;0;7;1;1;F;13/09/2002;N;2020
28174;713;235;0;207;0.0;0;7;1;1;M;24/12/2002;N;2020
28175;713;177;0;207;0.0;0;7;3;1;F;19/02/2002;N;2020
28176;719;253;1;0;1.0;3;18;0;1;F;17/09/2000;N;2020
28177;713;379;0;209;0.0;0;7;2;1;F;23/07/1993;N;2020
28178;714;1071;0;5;1.0;1;5;1;1;F;22/05/1999;N;2020
28179;714;1440;0;5;1.0;1;5;1;1;M;25/10/1999;N;2020
28180;714;1440;0;5;1.0;1;5;1;1;M;23/02/2001;N;2020
28181;714;1257;0;5;1.0;1;5;1;1;F;14/01/2002;N;2020
28182;714;1440;0;5;1.0;1;5;1;1;M;11/03/2000;N;2020
28183;714;3249;0;5;1.0;1;5;1;1;F;10/09/2001;N;2020
28184;714;1440;0;5;1.0;1;5;2;1;F;11/03/1999;N;2020
28185;714;1440;0;5;1.0;1;5;1;1;F;13/01/2000;N;2020
28186;714;1440;0;5;0.0;1;5;0;1;F;02/08/1992;N;2020
28187;714;1440;0;5;0.0;1;5;1;1;F;18/04/1995;N;2020
28188;714;3250;0;5;0.0;1;5;1;1;M;14/04/1999;N;2020
28189;36;513;0;20;;1;5;1;0;F;01/02/2001;N;2020
28190;36;513;0;20;;1;5;1;0;F;16/03/1999;N;2020
28191;36;1637;0;20;;1;5;1;0;F;16/04/1996;N;2020
28192;36;1637;0;20;;1;5;1;0;F;04/10/2001;N;2020
28193;36;513;0;20;;1;5;0;0;F;13/11/2001;N;2020
28194;36;513;0;20;;1;5;1;0;F;28/01/2000;N;2020
28195;36;513;0;20;;1;5;1;0;F;07/01/2000;N;2020
28196;36;1637;0;20;;1;5;1;0;M;23/08/1999;N;2020
28197;27;218;0;38;;0;6;0;0;M;22/01/2001;N;2020
28198;733;467;1;16;1.0;1;4;1;1;F;03/12/2001;N;2020
28199;733;467;1;16;1.0;1;4;0;1;F;08/12/1997;N;2020
28200;733;869;0;16;1.0;1;4;0;1;M;07/12/1998;N;2020
28201;36;433;0;0;;4;26;0;0;F;25/02/1997;N;2020
28202;36;433;0;0;;4;26;1;0;F;27/04/1976;N;2020
28203;36;433;0;0;;4;26;0;0;F;29/09/1997;N;2020
28204;36;1208;0;0;;4;10;0;0;F;03/03/2000;N;2020
28205;36;1208;0;0;;4;10;2;0;M;16/09/1995;N;2020
28206;36;1;0;0;;1;5;1;0;F;27/05/1982;N;2020
28207;36;1;0;0;;1;5;1;0;F;31/05/1986;N;2020
28208;36;1;0;0;;1;5;1;0;F;12/05/1984;N;2020
28209;36;3243;0;0;;4;10;0;0;F;18/01/1998;N;2020
28210;36;3251;0;0;;4;10;0;0;F;28/01/2002;N;2020
28211;36;233;0;0;;1;5;1;0;F;29/11/1964;N;2020
28212;36;448;0;0;;1;5;1;0;F;12/01/2001;N;2020
28213;36;233;0;0;;1;5;1;0;F;18/05/2000;N;2020
28214;36;1175;0;0;;1;5;1;0;F;18/02/1989;N;2020
28215;36;233;0;0;;1;5;2;0;F;30/03/1998;N;2020
28216;36;951;0;0;;1;5;0;0;F;06/06/1965;N;2020
28217;36;233;0;0;;1;5;1;0;F;30/05/2000;N;2020
28218;36;3252;0;0;;1;5;1;0;F;09/07/2001;N;2020
28219;36;233;0;0;;1;5;1;0;F;25/10/1957;N;2020
28220;36;951;0;0;;1;5;0;0;F;01/06/1999;N;2020
28221;36;233;0;0;;1;5;1;0;F;29/04/1987;N;2020
28222;36;233;0;0;;1;5;1;0;F;30/08/1996;N;2020
28223;36;2008;0;0;;1;5;2;0;F;22/03/1999;N;2020
28224;36;740;0;0;;1;5;1;0;M;12/01/1977;N;2020
28225;713;22;0;19;1.0;0;7;1;1;F;25/10/2000;N;2020
28226;713;443;0;19;1.0;0;7;1;1;M;20/04/1996;N;2020
28227;718;1078;0;75;0.0;2;25;0;1;M;26/02/1996;N;2020
28228;718;376;0;11;;2;25;0;0;F;12/02/1994;N;2020
28229;27;751;0;19;;1;4;1;0;M;04/07/2002;N;2020
28230;713;719;0;57;0.0;0;7;1;1;M;02/05/2002;N;2020
28231;719;253;0;19;1.0;3;18;1;1;F;10/04/1995;N;2020
28232;719;253;1;19;1.0;3;18;1;1;M;07/11/2001;N;2020
28233;714;1440;0;42;1.0;1;5;1;1;M;29/04/2001;N;2020
28234;36;432;0;36;;2;8;0;0;F;26/04/1995;N;2020
28235;36;2288;0;115;;2;8;1;0;M;08/12/2001;N;2020
28236;36;432;0;115;;2;8;0;0;M;26/12/2001;N;2020
28237;27;31;0;45;;3;0;0;0;M;22/03/2002;N;2020
28238;27;516;0;119;;3;18;0;0;M;21/12/2001;N;2020
28239;27;407;0;15;;1;9;1;0;F;06/02/1994;N;2020
28240;27;27;0;17;;2;16;0;0;F;20/12/1998;N;2020
28241;27;3253;0;64;;1;4;1;0;M;19/11/1994;N;2020
28242;27;807;0;17;;2;8;0;0;M;20/12/2000;N;2020
28243;27;333;0;19;;2;17;2;0;M;01/02/1997;N;2020
28244;96;506;0;35;;0;11;0;0;M;13/05/2000;N;2020
28245;0;912;0;11;;0;7;1;0;M;14/07/1994;N;2020
28246;734;476;0;11;0.0;4;23;0;1;F;24/05/1999;N;2020
28247;734;476;0;11;0.0;4;23;0;1;F;09/02/2001;N;2020
28248;734;536;0;11;0.0;4;23;1;1;M;16/08/1996;N;2020
28249;734;476;0;11;0.0;4;23;3;1;F;29/01/1992;N;2020
28250;734;476;0;11;0.0;4;23;0;1;M;20/03/2000;N;2020
28251;734;476;0;11;0.0;4;23;0;1;M;18/02/2000;N;2020
28252;734;476;0;11;0.0;4;23;0;1;M;21/01/2000;N;2020
28253;690;123;1;12;0.0;0;7;0;1;F;28/05/2001;N;2020
28254;690;123;0;12;0.0;0;7;0;1;F;19/05/2002;N;2020
28255;722;2131;0;33;0.0;0;11;0;1;M;15/09/2001;N;2020
28256;722;1076;1;33;0.0;0;11;1;1;M;17/12/1999;N;2020
28257;718;401;1;9;0.0;2;25;2;1;F;10/01/1997;N;2020
28258;718;509;0;9;0.0;2;25;0;1;M;27/11/2001;N;2020
28259;713;423;0;104;0.0;0;7;0;1;F;19/05/1998;N;2020
28260;713;22;0;12;1.0;0;7;1;1;F;23/12/2002;N;2020
28261;713;2971;0;12;1.0;0;7;0;1;M;07/02/1996;N;2020
28262;713;22;0;12;1.0;0;7;1;1;F;02/09/2002;N;2020
28263;713;22;0;12;1.0;0;7;2;1;F;17/04/2001;N;2020
28264;713;512;0;12;1.0;0;7;1;1;M;08/04/2002;N;2020
28265;713;172;0;12;1.0;0;7;1;1;F;09/08/2002;N;2020
28266;713;530;0;12;1.0;0;7;1;1;F;18/05/2002;N;2020
28267;713;23;0;12;1.0;0;7;1;1;M;22/03/2002;N;2020
28268;713;1164;0;25;1.0;0;7;1;1;M;15/03/2002;N;2020
28269;713;23;0;25;1.0;0;7;1;1;F;18/03/2002;N;2020
28270;713;23;0;25;1.0;0;7;1;1;F;10/09/2001;N;2020
28271;713;22;0;25;1.0;0;7;0;1;F;26/06/2002;N;2020
28272;713;172;0;25;1.0;0;7;1;1;F;20/02/1999;N;2020
28273;714;1440;0;17;0.0;1;5;1;1;F;12/01/2002;N;2020
28274;714;1440;0;14;0.0;1;5;1;1;M;09/08/2002;N;2020
28275;27;68;0;33;;0;6;0;0;M;16/03/2001;N;2020
28276;724;1555;1;55;2.0;1;9;1;1;M;06/07/2001;N;2020
28277;724;3254;1;55;2.0;1;4;1;1;M;09/08/1989;N;2020
28278;724;740;0;55;2.0;1;5;1;1;M;03/02/2001;N;2020
28279;100;109;0;24;0.0;2;17;0;1;F;13/09/2001;N;2020
28280;100;270;0;24;0.0;2;17;0;1;F;10/03/1987;N;2020
28281;100;156;0;0;;2;17;0;0;F;26/03/1999;N;2020
28282;100;178;0;0;;2;17;1;0;F;08/10/2001;N;2020
28283;100;156;0;0;;2;17;2;0;F;06/08/2001;N;2020
28284;100;156;0;0;;2;17;0;0;M;22/02/1995;N;2020
28285;720;68;0;51;2.0;0;6;1;1;F;17/04/2000;N;2020
28286;720;2283;0;51;2.0;0;6;0;1;F;22/05/1992;N;2020
28287;720;769;0;51;2.0;0;6;1;1;M;18/01/2002;N;2020
28288;720;128;0;51;2.0;0;6;0;1;F;12/12/1996;N;2020
28289;720;765;0;51;2.0;0;6;0;1;F;24/06/2002;N;2020
28290;720;68;0;51;2.0;0;6;1;1;M;15/12/2000;N;2020
28291;720;3136;0;51;2.0;0;6;1;1;F;08/08/2000;N;2020
28292;720;68;0;51;2.0;0;6;0;1;F;02/04/1999;N;2020
28293;720;0;0;51;2.0;0;6;1;1;M;11/08/2001;N;2020
28294;720;68;0;51;2.0;0;6;1;1;M;06/07/1999;N;2020
28295;720;32;0;51;2.0;0;6;2;1;M;06/07/1997;N;2020
28296;720;12;0;51;2.0;0;6;0;1;M;10/02/1997;N;2020
28297;720;68;0;51;2.0;0;6;1;1;F;01/06/1996;N;2020
28298;720;0;0;51;2.0;0;6;0;1;F;09/04/2002;N;2020
28299;36;1637;0;171;;1;5;1;0;M;15/03/1984;N;2020
28300;27;297;0;166;;4;10;0;0;F;09/11/1982;N;2020
28301;27;2252;0;20;;4;10;0;0;M;12/06/2001;N;2020
28302;27;12;0;148;;0;6;2;0;M;05/07/1987;N;2020
28303;36;432;0;21;;2;8;2;0;M;15/03/2000;N;2020
28304;36;432;0;21;;2;8;2;0;M;30/12/1995;N;2020
28305;36;1200;0;21;;2;17;0;0;M;12/03/1987;N;2020
28306;36;1200;0;21;;2;17;1;0;F;02/06/1996;N;2020
28307;726;1482;0;21;0.0;0;7;3;1;M;13/01/1995;N;2020
28308;726;1482;0;21;0.0;0;7;2;1;F;26/11/1991;N;2020
28309;726;773;0;21;0.0;0;7;0;1;M;22/04/1999;N;2020
28310;726;773;0;21;0.0;0;7;1;1;F;26/07/2001;N;2020
28311;27;436;0;11;;0;11;2;0;M;06/07/1991;N;2020
28312;27;1637;0;11;;1;5;0;0;F;06/06/1999;N;2020
28313;728;2271;0;5;0.0;3;21;0;1;F;24/11/2001;N;2020
28314;728;3255;0;5;0.0;3;21;0;1;F;08/04/2002;N;2020
28315;728;49;0;5;0.0;3;21;3;1;F;13/10/2001;N;2020
28316;728;2271;0;5;0.0;3;21;0;1;M;22/01/2002;N;2020
28317;728;2271;0;5;0.0;3;21;1;1;M;08/02/2000;N;2020
